Gene	r_cogn_global	p_cogn_global	r_pseudotime	p_pseudotime	r_cogng_demog_slope	p_cogng_demog_slope	r_motor10_demog_slope	p_motor10_demog_slope	r_sqrt_parksc_demog_slope	p_sqrt_parksc_demog_slope	max_abs_r	module_type
ME_M917	0.03646105792060688	0.5545648264744231	-0.08199712004889319	0.1832718339510122	0.07317848059785026	0.235140703343559	-0.01169861810494717	0.8496649561477073	0.00031338728445717834	0.9959487912214563	0.08199712004889319	CT
ME_M1012	0.02472447006823085	0.6886823780793623	0.08141312428710117	0.18642174130481895	-0.05940760530798672	0.3353642708643342	0.06801746119502483	0.2699021119284452	0.04264225066675341	0.4894407882581468	0.08141312428710117	TS
ME_M1203	0.022564141298260832	0.7146428545861668	-0.001865920391090535	0.9758824910082159	0.03130010993202863	0.6119832664412108	-0.08099353581239495	0.18870931440379618	-0.04695212729099863	0.4465782419686969	0.08099353581239495	CT
ME_M1014	0.02170663123329103	0.7250412166326485	-0.021054824223379624	0.7329791617295447	0.08059821329037119	0.19088335983546773	-0.019500672623789954	0.7520197032383499	-0.029355074267674603	0.6342813283359537	0.08059821329037119	TS
ME_M1205	0.031304486488878985	0.6119334837978212	-0.08022125653847954	0.19297342353138391	0.004180752095263689	0.9459955658474845	-0.01342812237951228	0.8277638051490986	0.023187072481011765	0.7071218136037869	0.08022125653847954	CT
ME_M1139	0.07964964760470891	0.1961745701415719	-0.051676899043851435	0.4021305788193694	0.002569640897172383	0.9667912280834949	0.06380850316333386	0.30072878070874204	0.014960480058342607	0.8084692517046337	0.07964964760470891	CT
ME_M796	0.023429261166483875	0.7042053251777538	-0.0683640445826421	0.26746340960387854	0.07959140341090731	0.19650291049717714	-0.021118550546405775	0.7322018097475549	0.012649405807435196	0.8376094828466987	0.07959140341090731	CT
ME_M417	-0.056148148422294104	0.36259934402844485	0.07899627843401749	0.19988077216580158	0.03887413168055477	0.5286476672824627	0.04195798115328557	0.4964429307388898	-0.046801986868292775	0.44803478645991945	0.07899627843401749	CT
ME_M661	0.040755934084637103	0.5088709594022541	-0.024069132806962622	0.6965207302745738	0.059098672540623134	0.3378879561453748	0.0029656463216382305	0.9616771026232862	0.07733907528138922	0.20950861267281304	0.07733907528138922	CT
ME_M589	0.016489880933464172	0.7893267103314567	-0.053108261202797574	0.38920455712798563	0.02278706490041032	0.7119481452813498	-0.019837785291354184	0.7478763787518237	0.07722559809233437	0.21017988916853056	0.07722559809233437	CT
ME_M1671	0.024200983699783754	0.6949410652633636	-0.03881157632222443	0.5293117084524855	0.011802030714206421	0.8483519921039273	-0.07442278160803481	0.22725382147578035	-0.00669960019428709	0.9135616050039285	0.07442278160803481	CT
ME_M1598	0.050680039358335136	0.4112821693267598	0.03365162262573782	0.585496597149617	-0.013293723110591855	0.8294612030424348	0.0031595725286359747	0.9591732437820304	0.07216243851406332	0.24172217236297913	0.07216243851406332	CT
ME_M1179	0.07149578455988617	0.2461098724099631	-0.053985705918465125	0.3814065033295437	0.022129917605780515	0.7199019088607695	0.027280749871698026	0.6584303298839318	-0.04744141404160648	0.4418502061754797	0.07149578455988617	CT
ME_M1604	-0.0712787985690055	0.24754990455481904	0.045167550059732234	0.46406335889058264	0.0010137050036841122	0.9868961990742545	-0.0383493461848259	0.53423143819563	-0.010731925614621333	0.8619580152100487	0.0712787985690055	CT
ME_M36	-0.024520239572879687	0.6911216209689801	0.0015242555376621149	0.980297605978247	0.06520619048819257	0.29024335240559057	0.018270497284562752	0.7671988678512194	0.07110748684848417	0.24869095391829688	0.07110748684848417	CT
ME_M1630	-0.011164889755396847	0.8564478804167905	-0.07037204926301469	0.25363098140198825	0.009994687125747408	0.8713557557870647	0.008312828429515454	0.8928604087282249	-0.03126219205510938	0.6124146508733277	0.07037204926301469	CT
ME_M1726	0.036047952328853924	0.5590628640750509	0.04067986079998725	0.5096629032927148	0.07029199359305746	0.25417279666064957	0.020848753541984948	0.7354947319227441	-0.02734919895526078	0.6576275971654891	0.07029199359305746	CT
ME_M520	-0.028365651851180708	0.6457538114080215	-0.0136175881616417	0.8253723034910322	-0.018124730306863866	0.7690035171268251	0.0691957682166191	0.2616726484008891	-0.021301728644039016	0.7299688741364078	0.0691957682166191	CT
ME_M935	0.0048740080424271096	0.9370576809505129	-0.06300476088192744	0.3068707103659217	0.0557684910894823	0.3658588265720509	-0.0022397713985584777	0.9710523015642426	-0.06753577778129131	0.27331654788554405	0.06753577778129131	CT
ME_M263	-0.0031097438459883366	0.9598165645963757	-0.0036224073298096807	0.9531990624101775	-0.02782995070836901	0.6520007098882629	-0.06540521752504462	0.2887703991941065	-0.024562211189638083	0.6906200683438378	0.06540521752504462	CT
ME_M1603	0.061221382255941245	0.3207917002611774	-0.012160801694937343	0.8438001703818943	0.03715604573087669	0.5470374967769241	0.06471274606385255	0.2939168715209997	-0.049526316318161484	0.4220258146095858	0.06471274606385255	CT
ME_M1590	-0.02677732339450444	0.6643462153491538	-0.043506715298761614	0.48067084851129205	-0.06416231341645262	0.29805107682204135	-0.03681027101708008	0.5507762505783085	0.05130754848469267	0.40550712021714846	0.06416231341645262	CT
ME_M1831	-0.02315432005214585	0.7075165548202252	-0.061525333505987455	0.3183905062806456	0.05496580258862612	0.3728097893798697	-0.052635728457697435	0.3934437352132416	0.004933354894911392	0.9362928949237493	0.061525333505987455	CT
ME_M1541	-0.060149429529623114	0.32935370733940594	-0.018040138336333403	0.7700513687086668	0.03382625494141865	0.5835508861879928	-0.044979697731667864	0.46592570714402387	-0.03740790893805861	0.544322063904187	0.060149429529623114	CT
ME_M934	0.04483839254108956	0.46732930755140484	-0.024097251145760085	0.6961837430226645	0.030161677010479178	0.6249927199673531	0.012889368003318292	0.8345727570172015	0.05700253985538645	0.3553304977870424	0.05700253985538645	CT
ME_M933	-0.055364009055048145	0.369351371194079	0.031587879672935214	0.6087137327290103	-0.009008749396979356	0.8839517679762533	-0.02359365191469092	0.7022281544203224	-0.052043165307016526	0.3987988470791354	0.055364009055048145	TS
ME_M1211	0.012964965249111872	0.8336165781490521	0.007855963762780397	0.8987162248165788	-0.01419108855949662	0.818143287235753	0.05498526154198228	0.3726403265136618	0.011698077959971354	0.8496718151162407	0.05498526154198228	CT
ME_M1209	0.054688293002010474	0.3752317094646125	0.0075167202481480205	0.9030680120415991	-0.0424920453897763	0.4909732984152566	0.03881764625436205	0.5292472560918813	0.01257655434818225	0.83853189769249	0.054688293002010474	CT
ME_M1309	0.013541251492894216	0.8263356584504883	-0.031614288638399574	0.6084140715278974	0.053541011501899646	0.3853466199418	0.02068161445286792	0.7375371267961556	-0.025159507285642452	0.6834972217300029	0.053541011501899646	CT
ME_M1730	0.00039380105896380177	0.9949092817747193	-0.052039788328095936	0.3988294900093532	0.029267590439981457	0.6352922534703777	-0.053195192546253725	0.38842770064635385	-0.0403518616940422	0.5130847955487589	0.053195192546253725	CT
ME_M1181	0.044627522992414015	0.4694282261478034	-0.022912827625511816	0.7104294946388534	-0.005898377285228695	0.92386562508661	0.052908205310576766	0.3909959114650277	-0.027079148173331038	0.6607968745985474	0.052908205310576766	CT
ME_M1210	0.001605900967120974	0.9792424950271024	0.051448048686326825	0.4042207104501524	-0.021461542052574292	0.7280226101753504	0.05002673892202225	0.4173458508985619	0.04113676619578459	0.5049160521225866	0.051448048686326825	CT
ME_M541	0.02323410981879615	0.7065550437207294	-0.02613229063194805	0.6719566016390697	-0.005241867773471062	0.9323181344096843	0.051097564346901894	0.40743424723906374	-0.021894705420333428	0.7227561878747573	0.051097564346901894	CT
ME_M57	0.023458601806072593	0.7038522913780983	-0.034993797238725595	0.5706200393215143	-0.05020510873538351	0.4156851133067331	0.03481312063989414	0.5726121794997258	-0.04438921580529015	0.47180647351698884	0.05020510873538351	CT
ME_M584	0.00601115675266975	0.9224144313833013	0.008429539293467042	0.8913653971273439	0.0009412998633386155	0.987832079427207	0.05002381838085813	0.4173730753286159	-0.037078425368732015	0.5478756931825602	0.05002381838085813	CT
ME_M1180	0.04074813549073354	0.5089521154109226	-0.011951009337879667	0.8464612415562813	-0.04151974811802776	0.5009551219146374	0.04517639269955108	0.46397579555766755	0.029521663951952364	0.6323581662242893	0.04517639269955108	CT
ME_M1307	-0.036609091326991215	0.5529572811977711	0.0034780004111953037	0.9550627738605951	-0.008381364071757456	0.8919824529691737	-0.03508915058847617	0.5695699983735523	-0.017569342344993737	0.7758907582440605	0.036609091326991215	CT
ME_M1757	-0.010957806703623271	0.8590824799616602	0.021221584870973503	0.73094554558077	0.0067129812473544215	0.9133896374933633	0.016242011625988012	0.7924208889033703	-0.026729802211478106	0.6649057309546627	0.026729802211478106	CT
ME_M1312	-0.0050016915297973405	0.9354123325587788	-0.010249606437226885	0.868104131140281	0.01357916814002957	0.825857124633796	0.012727654862309663	0.836618973059193	0.011552297471896886	0.8515234036996527	0.01357916814002957	CT
